374,125441559573,83235568645
385,387489179785,83867308253
408,141752265580,88398764015
159,699495610304,73628836751
26,274277144395,61058289334
23,709867015173,81223172495
85,860221363157,78038028147
7,295880577997,96490414875
163,787967802723,44798356328
164,113628816170,01637441224
376,297981987766,35507672457
359,095229144897,31016140962
198,152704465778,10590916001
479,157382583769,79954560646
56,345200414945,85317677012
253,525099495149,71006721208
327,071080840233,20698478630
406,983892064606,26758795422
151,510970401842,16280358692
245,079987043491,24241202334
397,933185646981,44662033944
479,848960972448,48319662864
454,441375058730,26546304115
226,183464235953,20566332002
484,321449742402,64249947474
39,590041292880,86342086756
333,250351514095,40119585172
78,707934606108,72658872696
253,366188823190,63997362366
447,832712126867,09193859126
94,260261376859,69527833936
463,334103643729,67377746374
133,702431454897,35549180485
148,344857968712,62699257577
488,419024662570,65091723836
370,262013434860,62388855825
6,277021674854,44706956390
298,962464463311,33091462274
309,404583902932,29892624406
325,728442409335,40752763784
222,452051616765,56777621987
129,778937174887,42038712708
281,077555093622,01424068696
362,810659510335,94938167463
248,417871068345,67233821897
433,649251491741,01020887945
300,418953252338,13315969753
271,696871863069,01811551580
299,974247743861,60141100186
346,389871403503,73478837945
144,923756402060,80903707280
372,231236094298,82384008885
192,271961837315,24451906820
119,942739225435,33399389477
90,784687590654,53152210064
271,493186238595,06971310912
206,577294813199,27304832529
438,736739780599,98607399899
214,478870900285,88873179061
275,830195104701,18309700933
396,674693665815,89083329501
165,288972157600,71117176990
372,456016006399,31605227087
263,130194645076,04344140716
19,910925550060,35454291237
485,333198631860,82070397288
362,886858080983,39944509668
63,647951877262,12107239352
219,764927544417,54776446900
215,214036557142,22589884254
146,757992759226,84102949229
289,600513316234,03136081600
76,725487502161,59356024451
281,796237134179,44969430148
209,868141440076,84431189397
252,574488315538,14601050609
445,336472535767,53695842456
23,083082424223,87175526686
75,484675025326,02546002268
262,464015997024,48345266368
103,341516473671,80813393600
293,456311284683,46908490304
25,160603153888,73999607831
50,039054214788,52224085690
144,415065090581,46778470441
21,994296774554,67364032809
243,526580732185,20089139791
228,340696808826,20178278408
320,274222733461,78946593334
215,572351811601,29165322077
203,459761727176,83345389972
107,320725576098,09325739487
351,208958157866,43516479426
426,154596426766,47716864334
450,223422179541,28641661724
249,527749909594,54318949784
144,096865487433,90150306878
291,582479608002,60324049302
498,950798413170,47554528402
293,639404318516,64237819642
77,242177343758,41271193389
340,481087644801,56423633387
243,683582632149,32296930646
48,023248035755,22530770290
450,017382473358,29234282479
171,008093852190,04538172126
171,835582331829,51348129281
298,166004094516,12434052675
233,062328944058,18405352623
219,812951744948,07345186054
238,573359224843,33440224274
382,857860671824,50327466181
338,528949540923,78418820044
61,819851690642,96080210886
132,606158288867,86354877410
269,843744412065,77567198026
183,279206441187,37397708155
175,092836549378,49707341489
15,779737257940,79061254605
182,882412736410,71531185625
114,439851920492,76278239559
439,779632234771,68372302166
347,818492451737,69856134597
273,339699589055,13756272581
244,542479759761,20899067682
452,117391500933,26637721432
129,485972107573,23909123329
276,122479347616,80400650318
336,125981118245,30429911191
77,260993799331,79521760353
372,486770507526,85978855638
145,531764448254,64476653643
356,071431257562,25997830413
390,259052541478,35866582014
13,816270410036,34241311099
435,963966927606,63131991244
390,234765351685,65339950178
16,937362296689,90254247412
4,278649812268,43748370268
410,716732565419,59432354677
149,030158576015,49257736277
280,265441952098,49520806523
246,370289966825,03126007430
65,489167931662,00771728041
12,720752912799,85674123971
461,897866879538,33783935840
247,527433739106,49969318486
22,581888354770,60988295377
219,879988909612,90286916355
136,228363129867,03863742884
145,352566898298,26487730092
102,404747117608,52423850915
390,868255228523,50085541791
483,946472806371,70126390791
477,173491192453,13281397822
89,157016558946,03415974465
440,247802073200,33661754616
478,231932944779,55350617683
209,586275041869,56094259759
142,079709001061,78276546970
397,503894259038,30575683296
117,868757159303,89632918797
226,439926496885,35244086161
338,968464990759,27300867148
324,137756682733,41000868280
55,750063208861,12196737992
477,625899573199,04246301950
251,836408812923,34571817565
349,920030660102,72632367550
234,868407018306,76781038255
484,470794849122,69295920598
105,157225341172,49386414711
93,622580146524,90643078917
385,263007481630,63511987936
407,830820491248,68881681932
437,421181414105,30378370835
132,835242156811,88292989829
452,400148226276,49576969026
387,476524502054,63058628293
426,239960843313,84529267528
474,689492340397,86135676355
345,078334330786,85620243263
384,595210727220,87458895270
362,973660989801,95599202867
418,226807908792,60902876157
271,628289776543,58374879299
343,994007997312,57552743548
201,119968342762,93629867810
294,043790356471,36713544262
394,937957691615,46277386634
213,317229075984,96240455324
274,644949176931,61510639699
